Date,Fix_Value(MXN)
22-Aug-19,21.0199
23-Aug-19,21.2309
24-Aug-19,21.0094
25-Aug-19,20.8274
26-Aug-19,20.8403
27-Aug-19,20.8403
28-Aug-19,20.7643
29-Aug-19,20.8163
30-Aug-19,20.7252
31-Aug-19,20.645
1-Sep-19,20.6178
2-Sep-19,20.6178
3-Sep-19,20.6911
4-Sep-19,20.6658
5-Sep-19,20.5879
6-Sep-19,20.4764
7-Sep-19,20.4973
8-Sep-19,20.4973
9-Sep-19,20.5138
10-Sep-19,20.5155
11-Sep-19,20.5757
12-Sep-19,20.5054
13-Sep-19,20.3849
14-Sep-19,20.3914
15-Sep-19,20.3776
16-Sep-19,20.393
17-Sep-19,20.3675
18-Sep-19,20.344
19-Sep-19,20.305
20-Sep-19,20.305
21-Sep-19,20.2953
22-Sep-19,20.4017
23-Sep-19,20.4982
24-Sep-19,20.5422
25-Sep-19,20.4739
26-Sep-19,20.4741
27-Sep-19,20.5848
28-Sep-19,20.6202
29-Sep-19,20.7495
30-Sep-19,20.7672
1-Oct-19,20.8057
2-Oct-19,20.8057
3-Oct-19,20.6387
4-Oct-19,20.5492
5-Oct-19,20.5672
6-Oct-19,20.5548
7-Oct-19,20.6809
8-Oct-19,20.6809
9-Oct-19,20.5987
10-Oct-19,20.6042
11-Oct-19,20.4806
12-Oct-19,20.5674
13-Oct-19,20.5422
14-Oct-19,20.5422
15-Oct-19,20.4248
16-Oct-19,20.4048
17-Oct-19,20.2751
18-Oct-19,20.2963
19-Oct-19,20.2911
20-Oct-19,20.2911
21-Oct-19,20.3101
22-Oct-19,20.2962
23-Oct-19,20.2451
24-Oct-19,20.5508
25-Oct-19,20.3544
26-Oct-19,20.3544
27-Oct-19,20.4843
28-Oct-19,20.6468
29-Oct-19,20.6225
30-Oct-19,20.641
31-Oct-19,20.9479
1-Nov-19,20.9483
2-Nov-19,21.3247
3-Nov-19,21.3601
4-Nov-19,20.8914
5-Nov-19,20.9459
6-Nov-19,20.9218
7-Nov-19,20.9196
8-Nov-19,20.8932
9-Nov-19,20.8229
10-Nov-19,20.6563
11-Nov-19,20.5211
12-Nov-19,20.3625
13-Nov-19,20.3625
14-Nov-19,20.3736
15-Nov-19,20.2819
16-Nov-19,20.232
17-Nov-19,20.0869
18-Nov-19,20.0342
19-Nov-19,20.0342
20-Nov-19,20.1061
21-Nov-19,19.9699
22-Nov-19,19.878
23-Nov-19,19.8703
24-Nov-19,19.8595
25-Nov-19,19.8595
26-Nov-19,19.8128
27-Nov-19,19.9918
28-Nov-19,20.1422
29-Nov-19,20.1428
30-Nov-19,20.0371
1-Dec-19,20.0371
2-Dec-19,19.9404
3-Dec-19,19.8161
4-Dec-19,19.7633
5-Dec-19,19.9756
6-Dec-19,19.9404
7-Dec-19,19.9404
8-Dec-19,19.8195
9-Dec-19,20.0308
10-Dec-19,19.997
11-Dec-19,20.1708
12-Dec-19,20.247
13-Dec-19,20.247
14-Dec-19,20.2183
15-Dec-19,20.3854
16-Dec-19,20.3964
17-Dec-19,20.4637
18-Dec-19,20.3997
19-Dec-19,20.3997
20-Dec-19,20.473
21-Dec-19,20.2867
22-Dec-19,20.0673
23-Dec-19,20.2222
24-Dec-19,20.1425
25-Dec-19,20.1844
26-Dec-19,20.3908
27-Dec-19,20.3856
28-Dec-19,20.3218
29-Dec-19,20.2471
30-Dec-19,20.1063
31-Dec-19,20.1063
1-Jan-20,20.0279
2-Jan-20,19.9462
3-Jan-20,20.0367
4-Jan-20,19.9348
5-Jan-20,19.8579
6-Jan-20,19.8579
7-Jan-20,19.8991
8-Jan-20,19.8423
9-Jan-20,19.8265
10-Jan-20,19.7786
11-Jan-20,19.5812
12-Jan-20,19.5817
13-Jan-20,19.5475
14-Jan-20,19.6565
15-Jan-20,19.7053
16-Jan-20,19.5407
17-Jan-20,19.555
18-Jan-20,19.5606
19-Jan-20,19.5726
20-Jan-20,19.5809
21-Jan-20,19.5887
22-Jan-20,19.6773
23-Jan-20,19.9759
24-Jan-20,19.9759
25-Jan-20,20.476
26-Jan-20,20.5648
27-Jan-20,20.2725
28-Jan-20,20.435
29-Jan-20,20.3376
30-Jan-20,20.3376
31-Jan-20,20.2748
1-Feb-20,20.1389
2-Feb-20,20.056
3-Feb-20,20.0154
4-Feb-20,19.8659
5-Feb-20,19.8659
6-Feb-20,19.9224
7-Feb-20,20.1408
8-Feb-20,20.1386
9-Feb-20,20.119
10-Feb-20,20.2619
11-Feb-20,20.2619
12-Feb-20,20.2949
13-Feb-20,20.5256
14-Feb-20,20.6535
15-Feb-20,20.5178
16-Feb-20,20.4654
17-Feb-20,20.4654
18-Feb-20,20.7667
19-Feb-20,20.7938
20-Feb-20,20.7708
21-Feb-20,20.8161
22-Feb-20,20.5559
